id,dealer,vendor,model,date,sale_type
103013,2,SUZUKI,Grand Vitara,2011-06-26,Контракт
105470,2,SUZUKI,SX4,2011-06-26,Контракт
100867,1,Audi,A4,2011-06-26,Расторжение
105471,2,SUZUKI,SX4,2011-06-27,Контракт
108260,2,SUZUKI,Grand Vitara,2011-06-27,Расторжение
94281,1,Audi,A3,2011-06-27,Контракт
100892,1,Audi,A4,2011-06-28,Расторжение
100894,1,Audi,Q5,2011-06-28,Расторжение
94541,1,Audi,A6,2011-06-28,Контракт
103021,2,SUZUKI,Grand Vitara,2011-06-28,Контракт
103153,2,SUZUKI,SX4,2011-06-28,Контракт
94542,1,Audi,Q3,2011-06-28,Контракт
94518,1,Audi,A6,2011-06-28,Контракт
100904,1,Audi,A6,2011-06-28,Расторжение
100902,1,Audi,A6,2011-06-28,Расторжение
103194,2,SUZUKI,SX4,2011-06-29,Контракт
105472,2,SUZUKI,Swift,2011-06-29,Контракт
103177,2,SUZUKI,Grand Vitara,2011-06-29,Контракт
94554,1,Audi,A8,2011-06-29,Контракт
99156,1,Audi,Q5,2011-06-29,Контракт
106911,2,SUZUKI,SX4,2011-06-29,Контракт
100897,1,Audi,A3,2011-06-29,Расторжение
105473,2,SUZUKI,SX4,2011-06-30,Контракт
94316,1,Audi,Q7,2011-06-30,Контракт
105474,2,SUZUKI,Grand Vitara,2011-07-01,Контракт
100893,1,Audi,A4,2011-07-01,Расторжение
94495,1,Audi,Q5,2011-07-01,Контракт
100899,1,Audi,Q7,2011-07-01,Расторжение
99157,1,Audi,Q5,2011-07-01,Контракт
106912,2,SUZUKI,Swift,2011-07-02,Контракт
103212,2,SUZUKI,SX4,2011-07-02,Контракт
106913,2,SUZUKI,SX4,2011-07-02,Контракт
103156,2,SUZUKI,SX4,2011-07-03,Контракт
103224,2,SUZUKI,SX4,2011-07-03,Контракт
97575,1,Audi,A7 Sportback,2011-07-03,Контракт
106915,2,SUZUKI,Grand Vitara,2011-07-04,Контракт
100895,1,Audi,A6,2011-07-04,Расторжение
94546,1,Audi,Q7,2011-07-04,Контракт
94547,1,Audi,A8,2011-07-04,Контракт
106914,2,SUZUKI,Swift,2011-07-04,Контракт
100771,1,Audi,A4,2011-07-05,Расторжение
94221,1,Audi,Q5,2011-07-05,Контракт
94433,1,Audi,Q5,2011-07-05,Контракт
103139,2,SUZUKI,Grand Vitara,2011-07-05,Контракт
105475,2,SUZUKI,Grand Vitara,2011-07-05,Контракт
93943,1,Audi,A8,2011-07-06,Контракт
103254,2,SUZUKI,SX4,2011-07-06,Контракт
94555,1,Audi,Q7,2011-07-06,Контракт
103216,2,SUZUKI,SX4,2011-07-06,Контракт
106916,2,SUZUKI,SX4,2011-07-06,Контракт
106917,2,SUZUKI,SX4,2011-07-06,Контракт
97576,1,Audi,Q7,2011-07-06,Контракт
97577,1,Audi,Q7,2011-07-07,Контракт
103217,2,SUZUKI,SX4,2011-07-07,Контракт
100833,1,Audi,A4,2011-07-07,Расторжение
103271,2,SUZUKI,Grand Vitara,2011-07-07,Контракт
100809,1,Audi,A1,2011-07-07,Расторжение
103024,2,SUZUKI,Grand Vitara,2011-07-07,Контракт
108216,2,SUZUKI,Grand Vitara,2011-07-07,Расторжение
108123,2,SUZUKI,Jimny,2011-07-07,Расторжение
94379,1,Audi,Q5,2011-07-07,Контракт
106918,2,SUZUKI,Grand Vitara,2011-07-07,Контракт
99158,1,Audi,Q7,2011-07-08,Контракт
106920,2,SUZUKI,SX4,2011-07-09,Контракт
97579,1,Audi,Q5,2011-07-09,Контракт
94288,1,Audi,Q7,2011-07-09,Контракт
105476,2,SUZUKI,SX4,2011-07-09,Контракт
97578,1,Audi,A6,2011-07-09,Контракт
106919,2,SUZUKI,SX4,2011-07-09,Контракт
102847,2,SUZUKI,Kizashi,2011-07-10,Контракт
105477,2,SUZUKI,SX4,2011-07-10,Контракт
103050,2,SUZUKI,Grand Vitara,2011-07-10,Контракт
105478,2,SUZUKI,Grand Vitara,2011-07-11,Контракт
94373,1,Audi,A4,2011-07-11,Контракт
99161,1,Audi,A6,2011-07-11,Контракт
99160,1,Audi,A6,2011-07-11,Контракт
105479,2,SUZUKI,Grand Vitara,2011-07-11,Контракт
105481,2,SUZUKI,Grand Vitara,2011-07-11,Контракт
105480,2,SUZUKI,SX4,2011-07-11,Контракт
99159,1,Audi,A6,2011-07-11,Контракт
103219,2,SUZUKI,SX4,2011-07-11,Контракт
106921,2,SUZUKI,Grand Vitara,2011-07-11,Контракт
94553,1,Audi,A6,2011-07-12,Контракт
103255,2,SUZUKI,SX4,2011-07-12,Контракт
106923,2,SUZUKI,Splash,2011-07-12,Контракт
100907,1,Audi,Q5,2011-07-12,Расторжение
106922,2,SUZUKI,SX4,2011-07-12,Контракт
100858,1,Audi,A3,2011-07-13,Расторжение
94519,1,Audi,A6,2011-07-13,Контракт
105483,2,SUZUKI,Grand Vitara,2011-07-13,Контракт
105484,2,SUZUKI,SX4,2011-07-13,Контракт
105482,2,SUZUKI,SX4,2011-07-13,Контракт
103445,2,SUZUKI,Jimny,2011-07-13,Контракт
100797,1,Audi,A5,2011-07-13,Расторжение
100660,1,Audi,Q5,2011-07-13,Расторжение
99162,1,Audi,A7 Sportback,2011-07-13,Контракт
103040,2,SUZUKI,SX4,2011-07-13,Контракт
108266,2,SUZUKI,SX4,2011-07-13,Расторжение
103118,2,SUZUKI,Grand Vitara,2011-07-14,Контракт
94340,1,Audi,A4,2011-07-14,Контракт
103214,2,SUZUKI,SX4,2011-07-14,Контракт
94265,1,Audi,A3,2011-07-14,Контракт
108159,2,SUZUKI,Kizashi,2011-07-15,Расторжение
106924,2,SUZUKI,Grand Vitara,2011-07-15,Контракт
94557,1,Audi,Q3,2011-07-15,Контракт
105486,2,SUZUKI,SX4,2011-07-15,Контракт
99163,1,Audi,A4,2011-07-15,Контракт
105485,2,SUZUKI,Grand Vitara,2011-07-15,Контракт
105487,2,SUZUKI,SX4,2011-07-16,Контракт
94558,1,Audi,A5,2011-07-16,Контракт
106925,2,SUZUKI,SX4,2011-07-16,Контракт
99164,1,Audi,Q5,2011-07-16,Контракт
103228,2,SUZUKI,Grand Vitara,2011-07-17,Контракт
103188,2,SUZUKI,SX4,2011-07-17,Контракт
99165,1,Audi,Q5,2011-07-17,Контракт
105488,2,SUZUKI,Swift,2011-07-17,Контракт
97580,1,Audi,A5,2011-07-17,Контракт
106926,2,SUZUKI,SX4,2011-07-17,Контракт
103117,2,SUZUKI,Grand Vitara,2011-07-18,Контракт
105489,2,SUZUKI,Grand Vitara,2011-07-18,Контракт
108263,2,SUZUKI,Kizashi,2011-07-18,Расторжение
94457,1,Audi,A1,2011-07-19,Контракт
105491,2,SUZUKI,Swift,2011-07-19,Контракт
105490,2,SUZUKI,SX4,2011-07-19,Контракт
103128,2,SUZUKI,Grand Vitara,2011-07-19,Контракт
94496,1,Audi,Q5,2011-07-19,Контракт
106927,2,SUZUKI,Grand Vitara,2011-07-20,Контракт
100914,1,Audi,A4,2011-07-20,Расторжение
100903,1,Audi,A3,2011-07-20,Расторжение
94789,1,Audi,A5,2011-07-20,Контракт
102975,2,SUZUKI,SX4,2011-07-20,Контракт
103222,2,SUZUKI,Jimny,2011-07-20,Контракт
94287,1,Audi,Q7,2011-07-21,Контракт
102959,2,SUZUKI,Grand Vitara,2011-07-21,Контракт
94280,1,Audi,A3,2011-07-21,Контракт
103160,2,SUZUKI,SX4,2011-07-22,Контракт
94233,1,Audi,A4,2011-07-22,Контракт
100920,1,Audi,A4,2011-07-22,Расторжение
99166,1,Audi,A4,2011-07-22,Контракт
105492,2,SUZUKI,Grand Vitara,2011-07-22,Контракт
97582,1,Audi,A3,2011-07-22,Контракт
100774,1,Audi,A6,2011-07-22,Расторжение
100919,1,Audi,A4,2011-07-22,Расторжение
97581,1,Audi,A6,2011-07-22,Контракт
94338,1,Audi,A4,2011-07-22,Контракт
94353,1,Audi,A5,2011-07-22,Контракт
103175,2,SUZUKI,Grand Vitara,2011-07-23,Контракт
94276,1,Audi,A3,2011-07-23,Контракт
103223,2,SUZUKI,SX4,2011-07-24,Контракт
94498,1,Audi,Q5,2011-07-24,Контракт
103206,2,SUZUKI,SX4,2011-07-25,Контракт
108220,2,SUZUKI,Grand Vitara,2011-07-25,Расторжение
94564,1,Audi,Q5,2011-07-25,Контракт
100923,1,Audi,A7 Sportback,2011-07-26,Расторжение
108167,2,SUZUKI,Grand Vitara,2011-07-26,Расторжение
100924,1,Audi,A5,2011-07-26,Расторжение
99169,1,Audi,A7 Sportback,2011-07-26,Контракт
100925,1,Audi,A7 Sportback,2011-07-26,Расторжение
94072,1,Audi,A5,2011-07-26,Контракт
100769,1,Audi,A4,2011-07-26,Расторжение
108255,2,SUZUKI,Swift,2011-07-26,Расторжение
99167,1,Audi,A6,2011-07-26,Контракт
99168,1,Audi,A7 Sportback,2011-07-26,Контракт
94566,1,Audi,A4,2011-07-26,Контракт
103287,2,SUZUKI,Grand Vitara,2011-07-26,Контракт
103257,2,SUZUKI,SX4,2011-07-27,Контракт
100917,1,Audi,Q5,2011-07-27,Расторжение
103179,2,SUZUKI,Grand Vitara,2011-07-27,Контракт
105493,2,SUZUKI,Grand Vitara,2011-07-27,Контракт
103022,2,SUZUKI,Grand Vitara,2011-07-27,Контракт
106928,2,SUZUKI,Swift,2011-07-27,Контракт
102961,2,SUZUKI,Grand Vitara,2011-07-27,Контракт
103226,2,SUZUKI,SX4,2011-07-28,Контракт
103077,2,SUZUKI,Swift,2011-07-28,Контракт
99170,1,Audi,A7 Sportback,2011-07-28,Контракт
108265,2,SUZUKI,Grand Vitara,2011-07-28,Расторжение
97583,1,Audi,Q3,2011-07-29,Контракт
107828,2,SUZUKI,Grand Vitara,2011-07-29,Расторжение
105494,2,SUZUKI,SX4,2011-07-29,Контракт
108247,2,SUZUKI,SX4,2011-07-29,Расторжение
100843,1,Audi,A6,2011-07-29,Расторжение
100872,1,Audi,A7 Sportback,2011-07-29,Расторжение
103225,2,SUZUKI,SX4,2011-07-29,Контракт
94429,1,Audi,A7 Sportback,2011-07-29,Контракт
108234,2,SUZUKI,Grand Vitara,2011-07-29,Расторжение
103105,2,SUZUKI,Grand Vitara,2011-07-30,Контракт
103259,2,SUZUKI,SX4,2011-07-30,Контракт
103127,2,SUZUKI,Grand Vitara,2011-07-30,Контракт
105495,2,SUZUKI,Splash,2011-07-30,Контракт
97584,1,Audi,A1,2011-07-30,Контракт
103258,2,SUZUKI,SX4,2011-07-30,Контракт
94308,1,Audi,Q5,2011-07-31,Контракт
97585,1,Audi,A4,2011-07-31,Контракт
105496,2,SUZUKI,Jimny,2011-07-31,Контракт
99171,1,Audi,A4,2011-08-01,Контракт
105497,2,SUZUKI,Grand Vitara,2011-08-01,Контракт
105498,2,SUZUKI,SX4,2011-08-01,Контракт
99172,1,Audi,A4,2011-08-02,Контракт
100727,1,Audi,Q5,2011-08-02,Расторжение
97586,1,Audi,TT,2011-08-02,Контракт
94424,1,Audi,A1,2011-08-02,Контракт
103205,2,SUZUKI,SX4,2011-08-02,Контракт
103261,2,SUZUKI,SX4,2011-08-03,Контракт
103084,2,SUZUKI,SX4,2011-08-03,Контракт
108264,2,SUZUKI,SX4,2011-08-03,Расторжение
105499,2,SUZUKI,Jimny,2011-08-03,Контракт
100927,1,Audi,Q5,2011-08-03,Расторжение
103220,2,SUZUKI,Grand Vitara,2011-08-04,Контракт
94149,1,Audi,A1,2011-08-04,Контракт
103227,2,SUZUKI,SX4,2011-08-04,Контракт
105500,2,SUZUKI,SX4,2011-08-04,Контракт
103213,2,SUZUKI,SX4,2011-08-04,Контракт
94732,1,Audi,Q3,2011-08-04,Контракт
103203,2,SUZUKI,Grand Vitara,2011-08-05,Контракт
103292,2,SUZUKI,Grand Vitara,2011-08-05,Контракт
103189,2,SUZUKI,SX4,2011-08-05,Контракт
106929,2,SUZUKI,Grand Vitara,2011-08-05,Контракт
94635,1,Audi,Q7,2011-08-05,Контракт
94637,1,Audi,Q5,2011-08-06,Контракт
94574,1,Audi,Q7,2011-08-06,Контракт
105501,2,SUZUKI,Grand Vitara,2011-08-06,Контракт
103211,2,SUZUKI,Swift,2011-08-06,Контракт
99173,1,Audi,Q3,2011-08-06,Контракт
106930,2,SUZUKI,SX4,2011-08-06,Контракт
94597,1,Audi,Q5,2011-08-07,Контракт
108197,2,SUZUKI,Grand Vitara,2011-08-08,Расторжение
105503,2,SUZUKI,Swift,2011-08-08,Контракт
105502,2,SUZUKI,Grand Vitara,2011-08-08,Контракт
105506,2,SUZUKI,Grand Vitara,2011-08-09,Контракт
105505,2,SUZUKI,SX4,2011-08-09,Контракт
105504,2,SUZUKI,SX4,2011-08-09,Контракт
102969,2,SUZUKI,Kizashi,2011-08-09,Контракт
94581,1,Audi,Q3,2011-08-09,Контракт
106932,2,SUZUKI,Grand Vitara,2011-08-09,Контракт
106931,2,SUZUKI,Grand Vitara,2011-08-09,Контракт
97587,1,Audi,A6,2011-08-09,Контракт
103173,2,SUZUKI,Grand Vitara,2011-08-09,Контракт
99174,1,Audi,Q5,2011-08-10,Контракт
107947,2,SUZUKI,SX4,2011-08-10,Расторжение
100918,1,Audi,A3,2011-08-10,Расторжение
103121,2,SUZUKI,Grand Vitara,2011-08-10,Контракт
105507,2,SUZUKI,SX4,2011-08-10,Контракт
94503,1,Audi,A6,2011-08-10,Контракт
94667,1,Audi,A5,2011-08-10,Контракт
100913,1,Audi,A7 Sportback,2011-08-10,Расторжение
99175,1,Audi,A6,2011-08-10,Контракт
94286,1,Audi,Q7,2011-08-10,Контракт
105508,2,SUZUKI,Grand Vitara,2011-08-10,Контракт
100929,1,Audi,Q3,2011-08-10,Расторжение
100883,1,Audi,Q7,2011-08-10,Расторжение
103406,2,SUZUKI,SX4,2011-08-11,Контракт
106933,2,SUZUKI,Grand Vitara,2011-08-11,Контракт
97589,1,Audi,Q5,2011-08-11,Контракт
97588,1,Audi,Q3,2011-08-11,Контракт
106934,2,SUZUKI,SX4,2011-08-11,Контракт
94543,1,Audi,A6,2011-08-11,Контракт
105509,2,SUZUKI,SX4,2011-08-11,Контракт
108248,2,SUZUKI,SX4,2011-08-12,Расторжение
99176,1,Audi,Q5,2011-08-12,Контракт
94515,1,Audi,A6,2011-08-12,Контракт
103315,2,SUZUKI,SX4,2011-08-12,Контракт
94595,1,Audi,Q3,2011-08-12,Контракт
94563,1,Audi,A6,2011-08-12,Контракт
105510,2,SUZUKI,Grand Vitara,2011-08-12,Контракт
105511,2,SUZUKI,Jimny,2011-08-13,Контракт
106935,2,SUZUKI,SX4,2011-08-13,Контракт
106936,2,SUZUKI,SX4,2011-08-13,Контракт
103244,2,SUZUKI,Grand Vitara,2011-08-13,Контракт
100811,1,Audi,A4,2011-08-13,Расторжение
106937,2,SUZUKI,Swift,2011-08-13,Контракт
103242,2,SUZUKI,Grand Vitara,2011-08-13,Контракт
103234,2,SUZUKI,Grand Vitara,2011-08-13,Контракт
103263,2,SUZUKI,Swift,2011-08-14,Контракт
99177,1,Audi,A6,2011-08-14,Контракт
94724,1,Audi,Q5,2011-08-14,Контракт
97590,1,Audi,A3,2011-08-15,Контракт
100934,1,Audi,A6,2011-08-15,Расторжение
108172,2,SUZUKI,Grand Vitara,2011-08-15,Расторжение
94594,1,Audi,Q3,2011-08-15,Контракт
99178,1,Audi,A6,2011-08-16,Контракт
106938,2,SUZUKI,Grand Vitara,2011-08-16,Контракт
99179,1,Audi,A1,2011-08-16,Контракт
106939,2,SUZUKI,Grand Vitara,2011-08-16,Контракт
94596,1,Audi,Q3,2011-08-16,Контракт
103046,2,SUZUKI,Grand Vitara,2011-08-16,Контракт
94210,1,Audi,A3,2011-08-17,Контракт
108249,2,SUZUKI,Grand Vitara,2011-08-17,Расторжение
100908,1,Audi,Q7,2011-08-17,Расторжение
106941,2,SUZUKI,Grand Vitara,2011-08-17,Контракт
103230,2,SUZUKI,Grand Vitara,2011-08-17,Контракт
100909,1,Audi,A8,2011-08-17,Расторжение
100758,1,Audi,Q5,2011-08-17,Расторжение
103085,2,SUZUKI,SX4,2011-08-17,Контракт
106940,2,SUZUKI,Grand Vitara,2011-08-17,Контракт
103316,2,SUZUKI,Swift,2011-08-17,Контракт
97591,1,Audi,A8,2011-08-17,Контракт
97593,1,Audi,Q5,2011-08-18,Контракт
106942,2,SUZUKI,SX4,2011-08-18,Контракт
103461,2,SUZUKI,Jimny,2011-08-18,Контракт
97592,1,Audi,A6,2011-08-18,Контракт
94341,1,Audi,A4,2011-08-18,Контракт
103125,2,SUZUKI,Grand Vitara,2011-08-19,Контракт
103407,2,SUZUKI,SX4,2011-08-19,Контракт
99181,1,Audi,A6,2011-08-19,Контракт
103457,2,SUZUKI,Jimny,2011-08-19,Контракт
103447,2,SUZUKI,Grand Vitara,2011-08-19,Контракт
94225,1,Audi,A6,2011-08-19,Контракт
99180,1,Audi,Q3,2011-08-19,Контракт
94400,1,Audi,A6,2011-08-20,Контракт
103319,2,SUZUKI,SX4,2011-08-20,Контракт
105512,2,SUZUKI,SX4,2011-08-20,Контракт
103197,2,SUZUKI,SX4,2011-08-20,Контракт
100803,1,Audi,Q5,2011-08-20,Расторжение
94598,1,Audi,Q3,2011-08-20,Контракт
97594,1,Audi,A4,2011-08-20,Контракт
103142,2,SUZUKI,Grand Vitara,2011-08-21,Контракт
103353,2,SUZUKI,Grand Vitara,2011-08-21,Контракт
106943,2,SUZUKI,Swift,2011-08-21,Контракт
106944,2,SUZUKI,Swift,2011-08-21,Контракт
108271,2,SUZUKI,SX4,2011-08-22,Расторжение
108262,2,SUZUKI,SX4,2011-08-22,Расторжение
108230,2,SUZUKI,Grand Vitara,2011-08-22,Расторжение
105513,2,SUZUKI,Grand Vitara,2011-08-22,Контракт
108142,2,SUZUKI,Grand Vitara,2011-08-22,Расторжение
105514,2,SUZUKI,SX4,2011-08-22,Контракт
99183,1,Audi,A3,2011-08-23,Контракт
106945,2,SUZUKI,Grand Vitara,2011-08-23,Контракт
105516,2,SUZUKI,Grand Vitara,2011-08-23,Контракт
105515,2,SUZUKI,Swift,2011-08-23,Контракт
99182,1,Audi,S8,2011-08-23,Контракт
102990,2,SUZUKI,SX4,2011-08-23,Контракт
94197,1,Audi,A7 Sportback,2011-08-23,Контракт
97595,1,Audi,A6,2011-08-23,Контракт
94602,1,Audi,Q3,2011-08-23,Контракт
94601,1,Audi,A4,2011-08-23,Контракт
94208,1,Audi,A7 Sportback,2011-08-23,Контракт
100940,1,Audi,A6,2011-08-24,Расторжение
94604,1,Audi,Q3,2011-08-24,Контракт
103231,2,SUZUKI,Grand Vitara,2011-08-24,Контракт
99184,1,Audi,A7 Sportback,2011-08-24,Контракт
108025,2,SUZUKI,Swift,2011-08-24,Расторжение
108259,2,SUZUKI,Grand Vitara,2011-08-24,Расторжение
106946,2,SUZUKI,Grand Vitara,2011-08-24,Контракт
106947,2,SUZUKI,Grand Vitara,2011-08-25,Контракт
100938,1,Audi,A6,2011-08-25,Расторжение
94494,1,Audi,A7 Sportback,2011-08-25,Контракт
94401,1,Audi,A6,2011-08-25,Контракт
105518,2,SUZUKI,Swift,2011-08-25,Контракт
108254,2,SUZUKI,Grand Vitara,2011-08-25,Расторжение
105517,2,SUZUKI,Grand Vitara,2011-08-25,Контракт
94577,1,Audi,A6,2011-08-25,Контракт
106948,2,SUZUKI,Grand Vitara,2011-08-25,Контракт
94489,1,Audi,A8,2011-08-25,Контракт
106950,2,SUZUKI,Grand Vitara,2011-08-26,Контракт
94729,1,Audi,Q3,2011-08-26,Контракт
105519,2,SUZUKI,SX4,2011-08-26,Контракт
103236,2,SUZUKI,Grand Vitara,2011-08-26,Контракт
103828,2,SUZUKI,Jimny,2011-08-26,Контракт
99185,1,Audi,A6,2011-08-26,Контракт
106949,2,SUZUKI,Grand Vitara,2011-08-26,Контракт
108278,2,SUZUKI,Grand Vitara,2011-08-26,Расторжение
100946,1,Audi,A6,2011-08-26,Расторжение
97596,1,Audi,A4,2011-08-26,Контракт
97597,1,Audi,Q5,2011-08-27,Контракт
105524,2,SUZUKI,SX4,2011-08-27,Контракт
105523,2,SUZUKI,Grand Vitara,2011-08-27,Контракт
105522,2,SUZUKI,Kizashi,2011-08-27,Контракт
105521,2,SUZUKI,Grand Vitara,2011-08-27,Контракт
105520,2,SUZUKI,Grand Vitara,2011-08-27,Контракт
94512,1,Audi,A5,2011-08-27,Контракт
106951,2,SUZUKI,Grand Vitara,2011-08-27,Контракт
106952,2,SUZUKI,Grand Vitara,2011-08-27,Контракт
106953,2,SUZUKI,Grand Vitara,2011-08-27,Контракт
100834,1,Audi,Q3,2011-08-27,Расторжение
103133,2,SUZUKI,Grand Vitara,2011-08-27,Контракт
103322,2,SUZUKI,SX4,2011-08-28,Контракт
102966,2,SUZUKI,Grand Vitara,2011-08-28,Контракт
105525,2,SUZUKI,Grand Vitara,2011-08-28,Контракт
105526,2,SUZUKI,Grand Vitara,2011-08-28,Контракт
103337,2,SUZUKI,SX4,2011-08-28,Контракт
106954,2,SUZUKI,SX4,2011-08-29,Контракт
94607,1,Audi,Q5,2011-08-29,Контракт
100818,1,Audi,A4,2011-08-29,Расторжение
100860,1,Audi,Q3,2011-08-29,Расторжение
105527,2,SUZUKI,Grand Vitara,2011-08-29,Контракт
97598,1,Audi,Q3,2011-08-29,Контракт
103161,2,SUZUKI,SX4,2011-08-30,Контракт
94096,1,Audi,A3,2011-08-30,Контракт
103270,2,SUZUKI,Grand Vitara,2011-08-30,Контракт
100945,1,Audi,A8,2011-08-30,Расторжение
99186,1,Audi,Q7,2011-08-30,Контракт
108168,2,SUZUKI,Grand Vitara,2011-08-31,Расторжение
108151,2,SUZUKI,SX4,2011-08-31,Расторжение
106957,2,SUZUKI,Jimny,2011-08-31,Контракт
106956,2,SUZUKI,SX4,2011-08-31,Контракт
100912,1,Audi,Q5,2011-08-31,Расторжение
106955,2,SUZUKI,SX4,2011-08-31,Контракт
100921,1,Audi,A3,2011-08-31,Расторжение
94615,1,Audi,Q3,2011-08-31,Контракт
94629,1,Audi,Q5,2011-08-31,Контракт
99187,1,Audi,A5,2011-08-31,Контракт
94097,1,Audi,A3,2011-09-01,Контракт
105529,2,SUZUKI,Swift,2011-09-01,Контракт
105528,2,SUZUKI,Jimny,2011-09-01,Контракт
106958,2,SUZUKI,SX4,2011-09-01,Контракт
105530,2,SUZUKI,SX4,2011-09-01,Контракт
100702,1,Audi,Q5,2011-09-01,Расторжение
94617,1,Audi,A3,2011-09-02,Контракт
94621,1,Audi,A6,2011-09-02,Контракт
106959,2,SUZUKI,Grand Vitara,2011-09-02,Контракт
94619,1,Audi,A3,2011-09-02,Контракт
94618,1,Audi,A3,2011-09-02,Контракт
105532,2,SUZUKI,Swift,2011-09-02,Контракт
94616,1,Audi,A3,2011-09-02,Контракт
100941,1,Audi,A7 Sportback,2011-09-02,Расторжение
100942,1,Audi,A7 Sportback,2011-09-02,Расторжение
97599,1,Audi,A7 Sportback,2011-09-02,Контракт
105531,2,SUZUKI,SX4,2011-09-02,Контракт
99188,1,Audi,A3,2011-09-02,Контракт
94209,1,Audi,A7 Sportback,2011-09-02,Контракт
100953,1,Audi,A7 Sportback,2011-09-02,Расторжение
94289,1,Audi,Q7,2011-09-02,Контракт
106960,2,SUZUKI,SX4,2011-09-02,Контракт
97600,1,Audi,A7 Sportback,2011-09-02,Контракт
103241,2,SUZUKI,Grand Vitara,2011-09-03,Контракт
100951,1,Audi,Q3,2011-09-03,Расторжение
103284,2,SUZUKI,Grand Vitara,2011-09-03,Контракт
97601,1,Audi,A3,2011-09-03,Контракт
94475,1,Audi,A1,2011-09-03,Контракт
106962,2,SUZUKI,SX4,2011-09-03,Контракт
106961,2,SUZUKI,SX4,2011-09-03,Контракт
103459,2,SUZUKI,Grand Vitara,2011-09-03,Контракт
97602,1,Audi,Q3,2011-09-04,Контракт
94620,1,Audi,Q5,2011-09-04,Контракт
100948,1,Audi,A5,2011-09-05,Расторжение
103039,2,SUZUKI,SX4,2011-09-05,Контракт
99189,1,Audi,A6,2011-09-05,Контракт
100800,1,Audi,A4,2011-09-05,Расторжение
103327,2,SUZUKI,Swift,2011-09-06,Контракт
94303,1,Audi,Q5,2011-09-06,Контракт
103487,2,SUZUKI,Grand Vitara,2011-09-06,Контракт
97603,1,Audi,A6,2011-09-06,Контракт
108277,2,SUZUKI,Swift,2011-09-07,Расторжение
97604,1,Audi,Q5,2011-09-07,Контракт
99190,1,Audi,A4,2011-09-07,Контракт
106963,2,SUZUKI,SX4,2011-09-07,Контракт
108285,2,SUZUKI,SX4,2011-09-07,Расторжение
105533,2,SUZUKI,Grand Vitara,2011-09-07,Контракт
94640,1,Audi,Q7,2011-09-08,Контракт
94419,1,Audi,Q5,2011-09-08,Контракт
103265,2,SUZUKI,SX4,2011-09-08,Контракт
106964,2,SUZUKI,Grand Vitara,2011-09-08,Контракт
103335,2,SUZUKI,Splash,2011-09-08,Контракт
103215,2,SUZUKI,SX4,2011-09-08,Контракт
103328,2,SUZUKI,Swift,2011-09-09,Контракт
103047,2,SUZUKI,Grand Vitara,2011-09-09,Контракт
105534,2,SUZUKI,SX4,2011-09-09,Контракт
105535,2,SUZUKI,SX4,2011-09-09,Контракт
103162,2,SUZUKI,SX4,2011-09-10,Контракт
99191,1,Audi,Q5,2011-09-10,Контракт
99192,1,Audi,A8,2011-09-10,Контракт
103249,2,SUZUKI,Grand Vitara,2011-09-11,Контракт
99193,1,Audi,Q5,2011-09-11,Контракт
94631,1,Audi,Q3,2011-09-12,Контракт
97605,1,Audi,Q3,2011-09-12,Контракт
99194,1,Audi,Q3,2011-09-12,Контракт
100756,1,Audi,Q5,2011-09-12,Расторжение
103195,2,SUZUKI,SX4,2011-09-12,Контракт
103090,2,SUZUKI,Grand Vitara,2011-09-12,Контракт
97606,1,Audi,A3,2011-09-13,Контракт
97607,1,Audi,Q3,2011-09-13,Контракт
100950,1,Audi,A5,2011-09-13,Расторжение
100958,1,Audi,Q5,2011-09-13,Расторжение
100933,1,Audi,A6,2011-09-13,Расторжение
106965,2,SUZUKI,Grand Vitara,2011-09-13,Контракт
103264,2,SUZUKI,Swift,2011-09-13,Контракт
94634,1,Audi,A7 Sportback,2011-09-14,Контракт
105536,2,SUZUKI,SX4,2011-09-14,Контракт
100954,1,Audi,Q7,2011-09-14,Расторжение
100956,1,Audi,Q5,2011-09-14,Расторжение
97609,1,Audi,A3,2011-09-14,Контракт
103193,2,SUZUKI,Swift,2011-09-14,Контракт
100947,1,Audi,A6,2011-09-14,Расторжение
100905,1,Audi,Q3,2011-09-14,Расторжение
103248,2,SUZUKI,Grand Vitara,2011-09-14,Контракт
97608,1,Audi,Q5,2011-09-14,Контракт
108252,2,SUZUKI,SX4,2011-09-14,Расторжение
103419,2,SUZUKI,SX4,2011-09-14,Контракт
108274,2,SUZUKI,Swift,2011-09-15,Расторжение
94485,1,Audi,A8,2011-09-15,Контракт
105537,2,SUZUKI,Grand Vitara,2011-09-15,Контракт
107863,2,SUZUKI,Grand Vitara,2011-09-15,Расторжение
105538,2,SUZUKI,Grand Vitara,2011-09-15,Контракт
107801,2,SUZUKI,Grand Vitara,2011-09-15,Расторжение
103358,2,SUZUKI,Grand Vitara,2011-09-15,Контракт
94500,1,Audi,A6,2011-09-16,Контракт
100967,1,Audi,A3,2011-09-16,Расторжение
100966,1,Audi,A7 Sportback,2011-09-16,Расторжение
105539,2,SUZUKI,Swift,2011-09-16,Контракт
94305,1,Audi,Q5,2011-09-16,Контракт
94522,1,Audi,A3,2011-09-16,Контракт
105540,2,SUZUKI,Grand Vitara,2011-09-16,Контракт
103246,2,SUZUKI,Grand Vitara,2011-09-17,Контракт
105541,2,SUZUKI,SX4,2011-09-17,Контракт
